Division,Placement,Skipper,Team,Total Score
A,1,Marlena Fauer '14,Yale University,59
A,2,Emily Dellenbaugh '12,Brown University,66
A,3,Amy Hawkins '12,University of Rhode Island,67
A,4,Abby Featherstone '13,University of South Florida,83
A,5,Sarah Mace '14,Stanford University,86
A,6,Natalie Salk '13,Tufts University,89
A,7,Atlantic Brugman '13,Connecticut College,95
A,8,Mary Hall '15,U. S. Naval Academy,101
A,9,Kaylee Schwitzer '15,Bowdoin College,104
A,10,Kelsey Wheeler '14,Dartmouth College,107
A,11,Corey Hall '12,College of Charleston,108
A,12,Arielle DeLisser '14,Hobart and William Smith Colleges,130
A,13,Emilie Mademann '12,Eckerd College,130
A,14,Stephanie Hudson '13,Boston College,133
A,15,Alexandra Arntsen '12,University of Vermont,143
A,16,Haley Powell '13,Roger Williams University,156
A,17,Kathleen Hilton '12,George Washington University,179
