Division,Placement,Skipper,Team,Total Score
A,1,Cameron Hutcheson '14,University of Southern California,15
A,2,Ryan Sullivan '12,University of California at Santa Barbara,17
A,3,Dustin Durant '12,California State University Long Beach,22
A,4,Gregory Dair '14,California State University Channel Islands,29
A,5,Colin Kincaid '14,University of California at Irvine,29
A,6,Kelsey Rupp '12,University of Southern California,30
A,7,William Edwards '12,University of California at Los Angeles,44
A,8,Erica Parker '14,University of California at Los Angeles,57
A,9,Thomas Preston '12,University of California at Santa Barbara,59
A,10,William Larsen '13,University of California at Irvine,63
A,11,Matthew Nguyen '12,University of California at San Diego,65
A,12,John Olson '14,University of California at San Diego,65
A,13,Alessandro Marazzi Sassoon '14,University of Southern California,73
A,14,Steven Cassingham '14,Arizona State University,78
A,15,Catherine Bevens '14,Chapman University,85
A,16,Kyle Pope '13,Chapman University,95
A,17,Michael Garrigan '13,Arizona State University,103
A,18,Lisa Marchand '12,California State University Channel Islands,103
A,19,Zachary Chin '15,University of California at Los Angeles,112
A,20,none,University of California at Santa Barbara,126
