Division,Placement,Skipper,Team,Total Score
B,1,Kelsey Rupp '12,University of Southern California,12
B,2,Shane Young '14,California State University Long Beach,13
B,3,Ryan Sullivan '12,University of California at Santa Barbara,15
B,4,Peter Bailey '15,University of California at Los Angeles,32
B,5,Brian Hoover '12,University of California at Irvine,34
B,6,Spenser Branch '14,Arizona State University,42
B,7,Matthew Nguyen '12,University of California at San Diego,44
B,8,Ray Carley '13,University of California at San Diego,57
B,9,Amy Stuyvesant '13,University of California at Los Angeles,59
B,10,Trevor Moseley '13,Chapman University,60
B,11,Erik Samuels '13,University of Southern California,63
B,12,Samuel Heller '15,University of California at Irvine,64
B,13,none,California State University Channel Islands,67
B,14,Margaret Blumm '14,Arizona State University,76
B,15,Anthony Helm '15,University of California at Santa Barbara,89
B,16,none,University of Southern California,102
B,17,none,California State University Channel Islands,114
B,18,none,Chapman University,120
B,19,none,University of California at Los Angeles,120
