Division,Placement,Skipper,Team,Total Score
A,1,Maggie Shea '11,Connecticut College,29
A,2,Sarah Lihan '10 *,Yale University,36
A,3,Emily Maxwell '11,Boston College,37
A,4,Amy Hawkins '12,University of Rhode Island,37
A,5,Rebecca Dellenbaugh '10 *,Dartmouth College,43
A,6,Catherine Swanson '11,Tufts University,47
A,7,Elizabeth Powers '10 *,Harvard University,59
A,8,Emily Dellenbaugh '12,Brown University,61
A,9,Jennifer Proctor '11,U. S. Coast Guard Academy,70
A,10,Haley Powell '13,Roger Williams University,82
A,11,Charlotte Williams '10 *,Bowdoin College,91
A,12,Caroline Wilhelm '11,Boston University,92
A,13,Corey Hall '12,College of Charleston,96
A,14,Jamie Curran '11,Massachusetts Institute of Technology,97
A,15,Kimberly Kaull '13,University of Vermont,106
A,16,Hannah Burroughs '11,Stanford University,109
