Division,Placement,Skipper,Team,Total Score
B,1,Max Famiglietti '13,University of Florida,23
B,2,Will Stocke '13,University of South Florida,28
B,3,Nicholas Voss '12,University of Miami,29
B,4,Steven Barbano '11 *,College of Charleston,37
B,5,Emilie Mademann '12,Eckerd College,50
B,6,Drew Lisicki '12,Clemson University,81
B,7,Tristan Jackson '11,Rollins College,83
B,8,Peter Sawyer '12,Florida Institute of Technology,92
B,9,Ed Miller '13 *,Vanderbilt University,94
B,10,Phil Forgione '12,Georgia Institute of Technology,96
B,11,Oliver Evans '12,University of North Carolina at Wilmington,113
