Division,Placement,Skipper,Team,Total Score
A,1,Matthew Stroebel '12,U. S. Coast Guard Academy,19
A,2,Joshua Wood '10 *,University of New Hampshire,21
A,3,Jennifer Parenteau '10 *,University of Connecticut,25
A,4,Thomas Woodford '12,Dartmouth College,27
A,5,Sally Levinson '11,Tufts University,30
A,6,Brent Lunghino '12 *,Brown University,32
A,7,Rachel Guard '19,Northeastern University,35
A,8,Roberto Mel̩ndez '12,Massachusetts Institute of Technology,42
A,9,Noah Aschen '13,Brandeis University,44
A,10,Eric Von Hohenleiten '13,Maine Maritime Academy,47
A,11,W. Alexander Hamilton '12,McGill University,51
A,12,Ann Stallings '12,Wellesley College,54
A,13,James Pates '12,Middlebury College,58
A,14,Alex Cachecho '12,Providence College,63
A,15,Emilija Schreck '13,Amherst College,64
A,16,Kyle Riviezzo '13,Roger Williams University,68
