Division,Placement,Skipper,Team,Total Score
C,1,Peter Pellegrini '12,Salve Regina University,59
C,2,Benjamin Bier '10 *,Dartmouth College,72
C,3,David Alfonso '14,Massachusetts Institute of Technology,82
C,4,James Simmons '13,University of Rhode Island,89
C,5,Nathan Rosenberg '10 *,Tufts University,94
C,6,Emily Billing '13,Yale University,96
C,7,Rian Bareuther '13,U. S. Coast Guard Academy,102
C,8,Ian Donahue '12,Boston College,104
C,9,Alexander Sutula '13 *,Bowdoin College,107
C,10,Pete Hazelett '10 *,University of Vermont,110
C,11,Conor Lodge '14,Northeastern University,111
C,12,Ryan Byrne '13,Harvard University,115
C,13,George Saunders '12,Roger Williams University,116
C,14,Ryan Pesch '12,Boston University,118
C,15,Michael Moulthrop '12 *,University of Connecticut,120
C,16,Neal Drake '12,University of New Hampshire,139
C,17,Harrison Bispham '13,Maine Maritime Academy,202
