Division,Placement,Skipper,Team,Total Score
B,1,William Hutchings '13,Tufts University,13
B,2,Connor Aswad '12 *,University of Vermont,21
B,3,Tom Charpentier '10 *,Bowdoin College,28
B,4,Eric Schwarm '13,Roger Williams University,29
B,5,Bradley Abbott '13,University of Vermont,39
B,6,Matthew Schon '11,Salve Regina University,44
B,7,Will Pelleteri '12,Tufts University,54
B,8,Nick Waldo '13,Harvard University,60
B,9,Alejandro Bancalari '13,Boston University,60
B,10,Samuel Boyer '10 *,Bates College,60
B,11,Jacon Mayer '10 *,Wesleyan University,72
B,12,Mike Bloomstine '13,Providence College,78
B,13,Nicholas Shufransky '12 *,Maine Maritime Academy,80
B,14,Emily Cordner '13,Middlebury College,92
