Division,Placement,Skipper,Team,Total Score
A,1,Michael Rush '10 *,Salve Regina University,21
A,2,Trevor Burd '12,Boston University,26
A,3,Johnny Norfleet '13,University of Vermont,36
A,4,Andrew Tamblyn '13,Roger Williams University,39
A,5,Billy Rohman '11,Bowdoin College,40
A,6,James Altreuter '11,Tufts University,41
A,7,David Pierce '12,Bates College,42
A,8,Mackenzie Spencer '12,University of Vermont,48
A,9,Carl Lichtenfels '12,Providence College,55
A,10,Sam Millham '13,Harvard University,60
A,11,Owen Richardson '10 *,Tufts University,65
A,12,Dylan Griffin '12,Wesleyan University,82
A,13,Andrew McHenry '13,Maine Maritime Academy,83
A,14,Alex Knight '12,Middlebury College,97
