Division,Placement,Skipper,Team,Total Score
B,1,Anne Haeger '12,Boston College,20
B,2,Elizabeth Whipple '12,Connecticut College,33
B,3,Emily Lambert '12,Harvard University,40
B,4,Charlotte Lipschitz '10 *,Brown University,47
B,5,Kathryn Metscher '10 *,College of Charleston,50
B,6,Claire Dennis '13,Yale University,50
B,7,Alexandra Arntsen '12,University of Vermont,65
B,8,Katii Gullick '12,Massachusetts Institute of Technology,65
B,9,Margaret Tautz '12,Tufts University,65
B,10,Chandler Salisbury '13,Dartmouth College,77
B,11,Brendan Cook '16,Boston University,78
B,12,Bethany Leonard '11,University of Rhode Island,81
B,13,Katherine Lund '13,Stanford University,95
B,14,Katherine McNeil '12,Bowdoin College,97
B,15,Emerald Epke '11,Roger Williams University,101
B,16,Ellen Kintz '13,U. S. Coast Guard Academy,117
