Division,Placement,Skipper,Team,Total Score
B,1,Taylor Canfield '11,Boston College,124
B,2,William Brown '10 *,Brown University,137
B,3,Joseph Morris '12,Yale University,143
B,4,Tedd Himler '11,Harvard University,144
B,5,Zeke Horowitz '12,College of Charleston,145
B,6,Jonathan Pope '17,Roger Williams University,176
B,7,Scott Furnary '11,Georgetown University,181
B,8,Mathew Renik '19,Boston University,184
B,9,Eamon Glackin '12,Massachusetts Institute of Technology,185
B,10,Andrew Criezis '10 *,Tufts University,201
B,11,Coleman Bowen '11,University of Vermont,204
B,12,Clark Hayes '11,U. S. Naval Academy,218
B,13,Wells Bacon '11,Connecticut College,220
B,14,Mike Warren '10 *,University of Rhode Island,228
B,15,Patrick Clancy '10,Salve Regina University,255
B,16,Bernie Roesler '12,Dartmouth College,256
B,17,Justin Doane '12,Stanford University,261
B,18,Sean Andrew '11,University of Connecticut,288
B,19,Ian Oviatt '10 *,U. S. Coast Guard Academy,290
B,20,D.J. Hatch '11,Bowdoin College,345
