Division,Placement,Skipper,Team,Total Score
A,1,Thomas Barrows '10 *,Yale University,62
A,2,Clinton Hayes '10 *,University of Vermont,64
A,3,Jeff Knowles '10 *,Brown University,75
A,4,Marco Teixidor '10 *,Georgetown University,87
A,5,Joseph Blouin '10 *,Washington College,87
A,6,Cy Thompson '11,Roger Williams University,101
A,7,Thomas Hale '10 *,St. Mary's College of Maryland,110
A,8,Alan Palmer '11,Harvard University,113
A,9,Zeke Horowitz '12,College of Charleston,122
A,10,Joshua Leighton '10 *,Massachusetts Institute of Technology,125
A,11,Solomon Tarlin '17,Boston University,129
A,12,Torey Pellegrini '10 *,Salve Regina University,135
A,13,Sam Williams '12,Dartmouth College,136
A,14,Jonathan Duffett '11,U. S. Coast Guard Academy,140
A,15,Dan Crouch Crouch '12,SUNY Maritime College,147
A,16,Michael Whelden '11 *,Eckerd College,152
A,17,Mike Warren '10 *,University of Rhode Island,156
A,18,Andrew Criezis '10 *,Tufts University,169
A,19,Matt Sterett '10 *,Connecticut College,194
A,20,Allison Tracy '10 *,Princeton University,218
