Division,Placement,Skipper,Team,Total Score
A,1,Clinton Hayes '10 *,University of Vermont,52
A,2,Bernie Roesler '12,Dartmouth College,59
A,3,Alec Anderson '13,Roger Williams University,68
A,4,Ben Greenfield '11,Boston University,69
A,5,Tedd Himler '11,Harvard University,73
A,6,Rob Struckett '12,Yale University,86
A,7,Alex Cook '13,Boston College,92
A,8,Jonathan Duffett '11,U. S. Coast Guard Academy,94
A,9,Nicolas Russo-Larsson '12,Tufts University,109
A,10,Eamon Glackin '12,Massachusetts Institute of Technology,112
A,11,Torey Pellegrini '10 *,Salve Regina University,114
A,12,Alex Takata '12,Bowdoin College,115
A,13,Ryan Hughes '13,University of Rhode Island,116
A,14,Gregg Griffin '11,University of New Hampshire,150
A,15,Jon Beery '10 *,University of Connecticut,152
A,16,Maarten Eenkema Van Dijk '14,Northeastern University,159
A,17,Matthew Butcka '12,Maine Maritime Academy,193
