Division,Placement,Skipper,Team,Total Score
A,1,Alec Anderson '13,Roger Williams University,41
A,2,Johnny Norfleet '13,University of Vermont,53
A,3,Will Stocke '13,University of South Florida,55
A,4,Tommy Fink '13,Brown University,60
A,5,David Alfonso '14,Massachusetts Institute of Technology,65
A,6,William Hutchings '13,Tufts University,71
A,7,John Renehan '13,Dartmouth College,71
A,8,Atlantic Brugman '13,Connecticut College,73
A,9,Matthew Graham '13,University of Michigan,74
A,10,Jonathan Lutz '13,Boston College,79
A,11,Ian Paice '13,Boston University,90
A,12,James Rohman '13,Bowdoin College,99
A,13,T. Max Bulger '13,Tufts University,102
A,14,Andrew Meleny '13 *,Tufts University,117
