Division,Placement,Skipper,Team,Total Score
B,1,Taylor Canfield '11,Boston College,72
B,2,Mark Towill '11,Brown University,77
B,3,Brendan Kopp '12,Harvard University,91
B,4,Victor Diaz De Leon '14,St. Mary's College of Maryland,98
B,5,Amy Hawkins '12,University of Rhode Island,103
B,6,Ned Turney '10 *,Hobart and William Smith Colleges,109
B,7,Coleman Bowen '11,University of Vermont,111
B,8,Harry Scott '13,SUNY Maritime College,121
B,9,Rob Struckett '12,Yale University,123
B,10,Andrew Sommer '13,Massachusetts Institute of Technology,127
B,11,Andrew Zuber '11 *,College of Charleston,138
B,12,SEAN Ross '12,University of South Florida,145
B,13,Ian Oviatt '10 *,U. S. Coast Guard Academy,152
B,14,Alec Anderson '13,Roger Williams University,155
B,15,Ben Greenfield '11,Boston University,169
B,16,Massimo Soriano '12,Tufts University,171
B,17,Graham Gardner '11,Fordham University,181
