Division,Placement,Skipper,Team,Total Score
A,1,Alex Cook '13,Boston College,57
A,2,William Hutchings '13,Tufts University,60
A,3,Tommy Fink '13,Brown University,63
A,4,Alec Anderson '13,Roger Williams University,83
A,5,Atlantic Brugman '13,Connecticut College,83
A,6,Johnny Norfleet '13,University of Vermont,100
A,7,John Renehan '13,Dartmouth College,109
A,8,Andrew Sommer '13,Massachusetts Institute of Technology,112
A,9,Ryan Byrne '13,Harvard University,123
A,10,Alexander Sutula '13 *,Bowdoin College,126
A,11,Rian Bareuther '13,U. S. Coast Guard Academy,130
A,12,Emily Billing '13,Yale University,150
A,13,Tommy Holmberg '13,Bates College,158
A,14,Alejandro Bancalari '13,Boston University,159
A,15,Kyle Carney '13,Salve Regina University,183
A,16,Ann Sager '13 *,University of New Hampshire,212
A,17,Lucas Campbell '13,Maine Maritime Academy,227
