Division,Placement,Skipper,Team,Total Score
B,1,Angela Lukstein '11,Northeastern University,19
B,2,Jason Pier '13,Massachusetts Institute of Technology,31
B,3,Anna Morton '13,Wellesley College,32
B,4,Arthur Warren '12,Brown University,33
B,5,Wes Fleuchaus '11,Bowdoin College,34
B,6,Joseph Dillier '12,U. S. Coast Guard Academy,37
B,7,Josh Basseches '12,Brandeis University,48
B,8,Michael Barnes '12,University of Connecticut,50
B,9,Melinda Moynihan '12,McGill University,57
B,10,Emily Lindahl '13 *,Trinity College,58
B,11,Lawrence Sconzo '12,Dartmouth College,66
B,12,Marissa Gallerani '13,Tufts University,71
B,13,Jesse Rongo '12 *,Maine Maritime Academy,72
B,14,Johanna Zuber '11,Amherst College,76
B,15,William Rowland '13,Middlebury College,76
B,16,Darin Franklin '10 *,University of New Hampshire,79
B,17,Austin Schwarz '13,Salve Regina University,79
