Division,Placement,Skipper,Team,Total Score
A,1,Nikolas Osvalds '11,Brown University,15
A,2,Matthew Schon '11,Salve Regina University,18
A,3,Alden Winder '12,University of Vermont,20
A,4,Kevin Cassidy '11,Providence College,22
A,5,Brendan Heussler '12,Connecticut College,26
A,6,Graham Pitcairn '?? *,U. S. Coast Guard Academy,36
A,7,Christopher Cason '11,Bates College,37
A,8,Alex Hering '13,Mitchell College,43
A,9,none,University of Connecticut,52
A,10,Lily Doolin '18,Johnson and Wales University,55
A,11,Eric Hartman '11,Amherst College,63
A,12,James Doller '13 *,Maine Maritime Academy,65
