Division,Placement,Skipper,Team,Total Score
A,1,Philip Crain '13,Massachusetts Institute of Technology,7
A,2,Daniel Perkins '11,Boston University,17
A,3,Arthur Bartolozzi '12,Harvard University,25
A,4,Reeve Dunne '10 *,Tufts University,34
A,5,Caroline Wilhelm '11,Boston University,38
A,6,Jane Koopman '10 *,Bowdoin College,39
A,7,Ainsley Price '14,Northeastern University,46
A,8,Matt Johnson '12,Boston University,52
A,9,Alden Winder '12,University of Vermont,52
A,10,John Evans '12,Tufts University,53
A,11,Dylan Griffin '12,Wesleyan University,54
A,12,Caleb Zimmerman '11,Tufts University,66
A,13,Scott Thompson '11,Amherst College,67
A,14,Chandler Koglmeier '09 *,Middlebury College,75
A,15,Alexander Plum '12,Northeastern University,90
A,16,Gregory Tassinari '11,University of New Hampshire,95
A,17,Amy Mullen '?? *,Bentley University,107
