Division,Placement,Skipper,Team,Total Score
A,1,Cam Cullman '13,Yale University,64
A,2,Alan Palmer '11,Harvard University,83
A,3,Sam Williams '12,Dartmouth College,96
A,4,Peter Pellegrini '12,Salve Regina University,98
A,5,Colin Smith '13,Brown University,106
A,6,Will Stocke '13,University of South Florida,109
A,7,Massimo Soriano '12,Tufts University,110
A,8,Coleman Bowen '11,University of Vermont,130
A,9,Matthew Carmody '11,University of Rhode Island,132
A,10,Alex Cook '13,Boston College,136
A,11,Wells Bacon '11,Connecticut College,153
A,12,Ian Sutherland '12,Providence College,157
A,13,Eamon Glackin '12,Massachusetts Institute of Technology,164
A,14,Tripp Cashel '11,Boston University,177
A,15,Sean Andrew '11,University of Connecticut,177
A,16,Billy Rohman '11,Bowdoin College,180
A,17,Max Famiglietti '13,University of Florida,188
A,18,Christopher Poole '13,Maine Maritime Academy,200
A,19,Neal Drake '12,University of New Hampshire,240
A,20,William Pilling '11,University of Pennsylvania,240
