Division,Placement,Skipper,Team,Total Score
A,1,Tyler Sinks '11,Boston College,36
A,2,Fred Strammer '11,Brown University,54
A,3,Charlie Buckingham '11,Georgetown University,54
A,4,Alec Anderson '13,Roger Williams University,55
A,5,Will Stocke '13,University of South Florida,56
A,6,Alan Palmer '11,Harvard University,59
A,7,Robert Vann '11,U. S. Naval Academy,63
A,8,Stephanie Roble '11,Old Dominion University,64
A,9,Shawn Murray '12,SUNY Maritime College,66
A,10,Samuel Ingham '11,U. S. Coast Guard Academy,67
A,11,David Thompson '11,Hobart and William Smith Colleges,71
A,12,Michael Menninger '11,St. Mary's College of Maryland,72
A,13,Bernie Roesler '12,Dartmouth College,75
A,14,Gary Herring '12,U. S. Merchant Marine Academy,80
A,15,Andrew Sommer '13,Massachusetts Institute of Technology,82
A,16,Joseph Kutschenreuter '12,University of Wisconsin,88
A,17,Matt Foster '11,University of California at Santa Barbara,93
A,18,Graham Gardner '11,Fordham University,105
A,19,Philip Alley '12,Cornell University,112
A,20,Brendan Hannon '11,Columbia University,118
