Division,Placement,Skipper,Team,Total Score
A,1,Ian Holtzworth '13,U. S. Merchant Marine Academy,18
A,2,Taylor Vann '13,U. S. Naval Academy,23
A,3,Philip Alley '12,Cornell University,24
A,4,Potter Hodgson '13,Hobart and William Smith Colleges,38
A,5,Graham Gardner '11,Fordham University,40
A,6,Nicholas Troche '11,University of Rochester,48
A,7,Paul Throop '12,Queen's University,50
A,8,Nathan Fulcher '13,Rochester Institute of Technology,51
A,9,William Pilling '11,University of Pennsylvania,62
A,10,Robert Handler '13,University of Buffalo,67
A,11,Jonathan Williams '11,University of Ottawa,67
A,12,William Ford '13,Columbia University,70
A,13,Trevor Nederlof '11,Drexel University,84
A,14,Harmen Rockler '13,Syracuse University,93
