Division,Placement,Skipper,Team,Total Score
A,1,Gerard Tonachel '13,Stevens Institute of Technology,61
A,2,Halsey Richartz '11,University of Pennsylvania,72
A,3,Joseph Turchiano '11,Fordham University,80
A,4,Gordon Wolcott '13,University of Virginia,93
A,5,Tyler Kennedy '12,Ocean County College,121
A,6,Billy Hluchan '12,American University,125
A,7,Alden Sonnenfeldt '13,Cornell University,150
A,8,Paul Luisi '11,Monmouth University,156
A,9,Matthew Sullivan '13,Queen's University,158
A,10,David Coplon '12,Columbia University,176
A,11,Geoff Williams '11 *,Rochester Institute of Technology,182
A,12,Isaac Clark '12,William and Mary,191
A,13,Nicholas Amalfetano '11,Loyola University Maryland,205
A,14,Kyle Miller '11,Salisbury University,228
A,15,Nicholas Koeniger '14,George Washington University,231
A,16,John Marzulli '12,Princeton University,232
A,17,Chloe Smith '11,Colgate University,302
A,18,Luke Wakeen '12,St. John's College,315
