Division,Placement,Skipper,Team,Total Score
B,1,Max Nickbarg '14,Yale University,18
B,2,Sky Adams '14,Brown University,20
B,3,Carolyn Naughton '14,Boston College,35
B,4,T. Max Bulger '13,Tufts University,44
B,5,Timothy Clark '13,Connecticut College,53
B,6,Joseph Ballow '13,Boston University,57
B,7,Campbell Duffy '13,Roger Williams University,58
B,8,Alden Winder '12,University of Vermont,65
B,9,Emily McNeil '14,Bowdoin College,72
B,10,Vincent Marchetto '12,Northeastern University,78
B,11,Ben Lamont '14,Harvard University,88
B,12,Rachel Pedersen '14,Bates College,98
B,13,Whit Durant '12,University of New Hampshire,100
B,14,Douglas Young '12,University of Rhode Island,102
B,15,Cameron Murphy '14,Maine Maritime Academy,106
B,16,Stephanie Clement '12,McGill University,111
B,17,Santiago Enrique '13,Massachusetts Maritime Academy,119
B,18,Alexa Giovanis '17,Johnson and Wales University,144
