Division,Placement,Skipper,Team,Total Score
A,1,Ted Green '13,SUNY Maritime College,46
A,2,Evan Siepert '13,U. S. Merchant Marine Academy,59
A,3,Matthew Schoene '15,SUNY Maritime College,63
A,4,Joseph Mignon '14,Hobart and William Smith Colleges,71
A,5,Ike Babbitt '11,Hobart and William Smith Colleges,84
A,6,Alex Wood '13,U. S. Merchant Marine Academy,97
A,7,Arthur Bailey IV '14,U. S. Merchant Marine Academy,99
A,8,John Darby '14,Hobart and William Smith Colleges,146
A,9,Alex Butti '12,Hobart and William Smith Colleges,157
A,10,Wade Christensen '14,Cornell University,157
A,11,Tyler Steel '13,SUNY Maritime College,166
A,12,Michael Rivlin '13,Cornell University,169
A,13,Nikiforos Delatolas '13,Cornell University,186
A,14,William Ford '13,Columbia University,215
A,15,Scott Lubliner '13,SUNY Maritime College,215
A,16,Julie Webster '11,Hamilton College,246
