Division,Placement,Skipper,Team,Total Score
A,1,Philip Gordon '12,University of Oregon,29
A,2,Patrick Taylor '12,Western Washington University,31
A,3,Peter McGrath '13,Western Washington University,51
A,4,Alex Waldron '13,Western Washington University,52
A,5,Glen Stellmacher '11,University of Washington,60
A,6,Alyce Flanagan '13,University of Washington,73
A,7,Neil Hawkes '12,University of Victoria,74
A,8,Ashley Vincent '12,Western Washington University,75
A,9,Philip Bowman '11,Western Washington University,81
A,10,Michael Trombatore '12,University of Puget Sound,102
A,11,Aaron Scull '11 *,ICSA-BUSA Participants,113
A,12,David Eva '12,University of Puget Sound,117
