Division,Placement,Skipper,Team,Total Score
A,1,Benjmain Berg '12,Bowdoin College,15
A,2,Tucker Adams '11,Brown University,21
A,3,Helaine Meyer '14,Brandeis University,24
A,4,Oliver Jennings '14,Maine Maritime Academy,28
A,5,Sara Makaretz '14,Tufts University,38
A,6,Jesse Lang '14,Amherst College,43
A,7,Sarah Pollick '14,Middlebury College,43
A,8,Erik Verlage '11,Massachusetts Institute of Technology,49
A,9,Roberto Mel̩ndez '12,Massachusetts Institute of Technology,51
A,10,Estelle Beguin '14,Northeastern University,52
A,11,Katelyn Guerrera '12,University of Connecticut,64
A,12,Molly Hermann '12,University of New Hampshire,64
A,13,Philip Driscoll '14,U. S. Coast Guard Academy,68
A,14,Emma Smith '14,Wellesley College,71
