Division,Placement,Skipper,Team,Total Score
A,1,Charlie Buckingham '11,Georgetown University,44
A,2,Michael Menninger '11,St. Mary's College of Maryland,57
A,3,Robert Vann '11,U. S. Naval Academy,63
A,4,David Thompson '11,Hobart and William Smith Colleges,79
A,5,Stephanie Roble '11,Old Dominion University,92
A,6,Halsey Richartz '11,University of Pennsylvania,101
A,7,Alexander Sachs '12,Fordham University,115
A,8,Gary Herring '12,U. S. Merchant Marine Academy,137
A,9,Gordon Wolcott '13,University of Virginia,139
A,10,Gerard Tonachel '13,Stevens Institute of Technology,139
A,11,Shawn Murray '12,SUNY Maritime College,147
A,12,Brendan Hannon '11,Columbia University,163
A,13,Philip Alley '12,Cornell University,167
A,14,Tyler Kennedy '12,Ocean County College,168
A,15,William Ricketson '11,George Washington University,170
A,16,Michael Whitford '12,Washington College,180
A,17,Paul Stevens '14,Monmouth University,217
A,18,Maxwell Plarr '11,Christopher Newport University,219
