Division,Placement,Skipper,Team,Total Score
A,1,James Altreuter '11,Tufts University,35
A,2,Leif Macdonald '11,McGill University,46
A,3,none,Bates College,54
A,4,Jared Dunn '13,Brandeis University,55
A,5,Bianca Dragone '12,Middlebury College,61
A,6,Stephanie Dowling '12,Amherst College,62
A,7,Ted Murphy '13 *,Dalhousie University,69
A,8,James Fales '13,University of Connecticut,94
A,9,Alexandre Gareau '11,University of Ottawa,97
A,10,Emily Tsang '12,McGill University,104
A,11,Joy MacDonald '14,Queen's University,120
A,12,none,Endicott College,156
