Division,Placement,Skipper,Team,Total Score
B,1,none,Georgetown University,31
B,2,none,St. Mary's College of Maryland,32
B,3,none,George Washington University,33
B,4,none,U. S. Naval Academy,43
B,5,none,University of Virginia,46
B,6,none,Old Dominion University,62
B,7,none,Princeton University,79
B,8,none,Christopher Newport University,80
B,9,none,Fordham University,81
B,10,none,Hampton University,110
B,11,none,Loyola University Maryland,116
B,12,none,American University,117
B,13,none,University of Maryland,118
B,14,none,Salisbury University,130
B,15,none,William and Mary,134
B,16,none,Virginia Tech,148
