Division,Placement,Skipper,Team,Total Score
A,1,Ian Holtzworth '13,U. S. Merchant Marine Academy,69
A,2,Nick Aswad '11,U. S. Merchant Marine Academy,76
A,3,Patrick Kana '12,Hobart and William Smith Colleges,87
A,4,John Wallace '14,St. Mary's College of Maryland,96
A,5,Ike Babbitt '11,Hobart and William Smith Colleges,102
A,6,Randall Hartranft '12,SUNY Maritime College,108
A,7,Brady Stagg '14,Old Dominion University,109
A,8,Zach Runci '13,Old Dominion University,110
A,9,Taylor Vann '13,U. S. Naval Academy,115
A,10,Andrew Mason '12,Georgetown University,117
A,11,Tyler Steel '13,SUNY Maritime College,124
A,12,Ian Liberty '14,St. Mary's College of Maryland,127
A,13,Devin Laviano '13,U. S. Naval Academy,130
A,14,Daniel Eichler '13,Georgetown University,157
A,15,Hadley Burnham '14,Washington College,192
A,16,Matthew Winter '14,Fordham University,209
A,17,Michael DeNigris '14,Fordham University,221
