Division,Placement,Skipper,Team,Total Score
A,1,none,University of Connecticut,28
A,2,none,University of Texas,32
A,3,none,Marquette University,63
A,4,none,Tulane University,66
A,5,none,Oklahoma City University,68
A,6,none,Auburn University,71
A,7,none,Texas A&M University,84
A,8,none,University of Miami,86
A,9,none,Drexel University,100
A,10,none,Loyola University of New Orleans,138
A,11,none,Ohio State University,144
A,12,none,Oklahoma State University,156
A,13,none,Louisiana State University,181
