Division,Placement,Skipper,Team,Total Score
B,1,none,California Maritime Academy,19
B,2,none,University of California at Santa Barbara,22
B,3,none,University of California at Irvine,48
B,4,none,University of Southern California,51
B,5,none,University of California at Los Angeles,59
B,6,none,University of California at Los Angeles,69
B,7,none,University of California at San Diego,71
B,8,none,University of California at San Diego,81
B,9,none,California Maritime Academy,85
B,10,none,University of California at Berkeley,95
B,11,none,University of Oregon,99
B,12,none,Chapman University,118
B,13,none,Cal Poly University S.L.O.,135
B,14,none,University of California at Santa Cruz,142
B,15,none,University of California at Davis,142
