Division,Placement,Skipper,Team,Total Score
A,1,T. Max Bulger '13,Tufts University,31
A,2,Cecilia Strombeck '11,Brown University,47
A,3,Gregory Cassidy '13,Providence College,50
A,4,William Simon '14,U. S. Coast Guard Academy,61
A,5,Helen Lord '14,Brown University,61
A,6,Jacob Denney '13,Tufts University,71
A,7,Thomas Chronert '13,U. S. Coast Guard Academy,95
A,8,Douglas Young '12,University of Rhode Island,118
A,9,Zachary O'Brien '13,University of Rhode Island,119
A,10,Christopher Fraher '?? *,Providence College,122
A,11,Steven Apperle '12,Johnson and Wales University,151
A,12,Nace Cohen '14,Yale University,153
A,13,Alex Hering '13,Mitchell College,158
A,14,Zachary Foreman '13,Yale University,177
A,15,Kim Parker '13 *,Mitchell College,192
A,16,Gregory Henkelman '13,Johnson and Wales University,205
A,17,Marco Catipovic '14,Amherst College,230
A,18,Korey Charles '12,Amherst College,230
