Division,Placement,Skipper,Team,Total Score
B,1,Caleb Cunningham '12,University of Texas,16
B,2,Coleman Terrell '14,Texas A&M University at Galveston,21
B,3,Mary Duncan '11,Tulane University,34
B,4,Stuart Conrad '13,Texas A&M University at Galveston,56
B,5,Christopher Foster '14,Texas A&M University at Galveston,60
B,6,Jack Hunter '14 *,University of Colorado at Boulder,60
B,7,Nicholas Kirk '14,Texas A&M University at Galveston,66
B,8,Ryan Carden '12,Texas A&M University at Galveston,74
B,9,Aly Gazzola '14,Texas A&M University at Galveston,82
B,10,Patricia Boston '12,Texas A&M University at Galveston,93
B,11,Caitlin Bezecny '18,Texas A&M University at Galveston,98
