Division,Placement,Skipper,Team,Total Score
B,1,Ciara McHugh '13,Marquette University,23
B,2,Adelaide Davis '13,University of Wisconsin,25
B,3,Gwendolyn Mulvey '13,Ohio State University,26
B,4,Michelle Czarnecki '12 *,University of Wisconsin,27
B,5,Kirstin Wilson '12,University of Minnesota,28
B,6,Francesca Ferrero '11,Northwestern University,50
B,7,Emily Fontaine '14,Northwestern University,52
B,8,Anna Frick '13,University of Michigan,59
B,9,Eryn Grupido '13,Michigan Technological University,70
B,10,none,University of Chicago,96
B,11,none,Miami University,103
