Division,Placement,Skipper,Team,Total Score
B,1,Mayumi Roller '13,St. Mary's College of Maryland,78
B,2,Briana Provancha '12,Boston College,92
B,3,Atlantic Brugman '13,Connecticut College,94
B,4,Kelsey Wheeler '14,Dartmouth College,102
B,5,Natalie Salk '13,Tufts University,108
B,6,Kelly Crane '11,Hobart and William Smith Colleges,109
B,7,Jennifer Proctor '11,U. S. Coast Guard Academy,113
B,8,Grace Lucas '14,College of Charleston,123
B,9,Marlena Fauer '14,Yale University,127
B,10,Amanda Taselaar '14,Georgetown University,141
B,11,Morgan Wilson '11,Old Dominion University,157
B,12,Emma Kofmehl '13,University of Pennsylvania,157
B,13,Emilie Mademann '12,Eckerd College,158
B,14,Sara Burke '11,U. S. Naval Academy,164
B,15,Hillary Noble '12,University of South Florida,183
B,16,Morgan Russom '14,Harvard University,184
B,17,Alison Love '11,Cornell University,225
B,18,Julia Gardner '14,George Washington University,251
