Division,Placement,Skipper,Team,Total Score
A,1,Michael Menninger '11,St. Mary's College of Maryland,66
A,2,Charlie Buckingham '11,Georgetown University,95
A,3,Anne Haeger '12,Boston College,115
A,4,Joshua Greenslade '14,St. Mary's College of Maryland,123
A,5,John Stokes '11,Harvard University,125
A,6,Jackson Benvenutti '11,College of Charleston,144
A,7,Samuel Ingham '11,U. S. Coast Guard Academy,155
A,8,Michael Whitford '12,Washington College,157
A,9,Stephanie Roble '11,Old Dominion University,160
A,10,Samuel Blouin '12,Hobart and William Smith Colleges,166
A,11,Nick Dugdale '12,Stanford University,174
A,12,Robert Vann '11,U. S. Naval Academy,180
A,13,Ben Greenfield '11,Boston University,195
A,14,Joseph Kelleher '12,University of Vermont,209
A,15,Claire Dennis '13,Yale University,225
A,16,Christopher Stessing '14,University of Virginia,247
A,17,Blair Davis '10,Cornell University,271
A,18,Jeff Hahl '12,Eckerd College,272
