Division,Placement,Skipper,Team,Total Score
A,1,Leila Whitney '13,Portland State University,18
A,2,David Eva '12,University of Puget Sound,27
A,3,Katherine Emberley '13,University of Oregon,42
A,4,Jake Antles '13,University of Washington,45
A,5,Charles Hartman '13,Western Washington University,47
A,6,Aaron Scull '12,University of Washington,48
A,7,Sarah Hanavan '13,Western Washington University,51
A,8,Rebecca Power '13,University of British Columbia,60
A,9,Sarah Loeppky '14,University of Victoria,60
A,10,Ian Reeves '12,Western Washington University,61
A,11,Mitchell Mclean '12,Portland State University,62
A,12,Debbi Kenote '13,Western Washington University,74
A,13,Carl Fixsen '12,Oregon State University,77
A,14,Kelsey Cohan '13,University of Puget Sound,81
