Division,Placement,Skipper,Team,Total Score
A,1,Coleman Bowen '11,University of Vermont,44
A,2,Brendan Kopp '12,Harvard University,50
A,3,Peter Pellegrini '12,Salve Regina University,54
A,4,Michael Marshall '11,Connecticut College,54
A,5,Ben Greenfield '11,Boston University,55
A,6,Sam Williams '12,Dartmouth College,55
A,7,Joseph Morris '12,Yale University,56
A,8,Megan Magill '11,St. Mary's College of Maryland,56
A,9,Philip Crain '13,Massachusetts Institute of Technology,60
A,10,Mac Mace '13,College of Charleston,61
A,11,Tommy Fink '13,Brown University,68
A,12,Michael Campbell '11,Georgetown University,72
A,13,Massimo Soriano '12,Tufts University,73
A,14,Jason Carminati '12,U. S. Naval Academy,77
A,15,Matthew Carmody '11,University of Rhode Island,77
A,16,George Saunders '12,Roger Williams University,92
A,17,Emilie Mademann '12,Eckerd College,96
A,18,Emily Maxwell '11,Boston College,99
