Division,Placement,Skipper,Team,Total Score
A,1,Tucker Blagden '11,Roger Williams University,31
A,2,Michael Sturges '13,University of Vermont,38
A,3,Nicolas Russo-Larsson '12,Tufts University,38
A,4,Christopher Price '14,Dartmouth College,45
A,5,Carolyn Naughton '14,Boston College,45
A,6,Trevor Burd '12,Boston University,47
A,7,Emily McNeil '14,Bowdoin College,72
A,8,Ann Sager '13 *,University of New Hampshire,84
A,9,Paul Hildebrand '11,Middlebury College,105
A,10,Ian Witt '12,McGill University,123
A,11,Hunter Archibald '12 *,Bates College,132
