Division,Placement,Skipper,Team,Total Score
A,1,Megan Magill '11,St. Mary's College of Maryland,83
A,2,Caroline Patten '11,Hobart and William Smith Colleges,87
A,3,Anne Haeger '12,Boston College,94
A,4,Sydney Bolger '12,Georgetown University,100
A,5,Stephanie Roble '11,Old Dominion University,108
A,6,Emily Lambert '12,Harvard University,119
A,7,Claire Dennis '13,Yale University,120
A,8,Catherine Swanson '11,Tufts University,124
A,9,Chandler Salisbury '13,Dartmouth College,145
A,10,Krysta Rohde '11,U. S. Coast Guard Academy,146
A,11,Meredith Carroll '11,George Washington University,149
A,12,Maggie Shea '11,Connecticut College,156
A,13,Charlotte Dorris '11,Eckerd College,161
A,14,Amanda Johnson '11,University of Pennsylvania,176
A,15,Corey Hall '12,College of Charleston,178
A,16,Marissa Lihan '14,U. S. Naval Academy,204
A,17,Abby Featherstone '13,University of South Florida,209
A,18,Lauren Turner '13,Cornell University,210
