Division,Placement,Skipper,Team,Total Score
A,1,Elizabeth Barry '11,Brown University,48
A,2,Atlantic Brugman '13,Connecticut College,55
A,3,Claire Dennis '13,Yale University,79
A,4,Emily Lambert '12,Harvard University,81
A,5,Caroline Wilhelm '11,Boston University,82
A,6,Krysta Rohde '11,U. S. Coast Guard Academy,89
A,7,Natalie Salk '13,Tufts University,99
A,8,Emilie Mademann '12,Eckerd College,106
A,9,Laura Cuccio '14,University of Vermont,136
A,10,Phoebe Sprague '11,Bowdoin College,153
A,11,Hanna Vincent '14,Massachusetts Institute of Technology,155
A,12,none,University of New Hampshire,189
A,13,Brooke Doyon '13,University of Connecticut,196
A,14,Anna Morton '13,Wellesley College,216
