Division,Placement,Skipper,Team,Total Score
A,1,Elizabeth Barry '11,Brown University,46
A,2,Anne Haeger '12,Boston College,54
A,3,Krysta Rohde '11,U. S. Coast Guard Academy,57
A,4,Emily Billing '13,Yale University,58
A,5,Claire Dennis '13,Yale University,67
A,6,Maggie Shea '11,Connecticut College,80
A,7,Sky Adams '14,Brown University,101
A,8,Reguli Granger '12,Massachusetts Institute of Technology,103
A,9,Briana Provancha '12,Boston College,124
A,10,Carolyn Naughton '14,Boston College,126
A,11,Hanna Vincent '14,Massachusetts Institute of Technology,139
A,12,Mariel Marchand '13,Tufts University,163
A,13,Ren̩e Gagn̩ '12,Tufts University,166
A,14,Jessica Claflin '13,Brown University,198
