Division,Placement,Skipper,Team,Total Score
A,1,Max Lopez '14,U. S. Naval Academy,50
A,2,Victor Diaz De Leon '14,St. Mary's College of Maryland,56
A,3,Michael Campbell '11,Georgetown University,60
A,4,Gordon Wolcott '13,University of Virginia,78
A,5,Ike Babbitt '11,Hobart and William Smith Colleges,84
A,6,Russell Cramer '11,University of Maryland,110
A,7,Gavin Rudolph '12,Old Dominion University,126
A,8,Tyler Myers '11,Christopher Newport University,141
A,9,Billy Hluchan '12,American University,142
A,10,William Ricketson '11,George Washington University,153
A,11,Samuel Bedinger '13,Washington College,160
A,12,Kyle Miller '11,Salisbury University,164
A,13,Andrew Shoemaker '15,Hampton University,169
A,14,Jonathan Conway '12,William and Mary,208
A,15,Evgenia Olimpieva '14,St. John's College,225
A,16,Alejandra Deza Raygada '12,Virginia Tech,251
