Division,Placement,Skipper,Team,Total Score
A,1,Nicholas Voss '12,University of Miami,15
A,2,Bryan White '13,University of South Florida,24
A,3,Trey Lehan '13 *,University of Florida,34
A,4,Adam Harris '12,Florida Institute of Technology,35
A,5,Seth Pierce '11,Rollins College,53
A,6,Walker Banks '14,Eckerd College,56
A,7,Christine Sayler '11,University of South Florida,72
A,8,Michael Todd '11,Jacksonville University,81
A,9,Steven Johnston '11,Florida Gulf Coast University,85
A,10,Elliot Evins '13,New College of Florida,96
