Division,Placement,Skipper,Team,Total Score
C,1,Oliver Toole '14,Stanford University,32
C,2,Elliot Drake '12,University of Oregon,33
C,3,Craig Schifferns '12,University of Hawaii,46
C,4,Cameron Walsh '13,University of California at Santa Barbara,51
C,5,Cameron Hutcheson '14,University of Southern California,70
C,6,Paul Foley '14,Western Washington University,96
C,7,Dominique Bertrand '11,University of California at Berkeley,100
C,8,William Larsen '13,University of California at Irvine,116
C,9,Max Moosmann '11,Chapman University,121
C,10,Nils Resvik '12,University of California at Los Angeles,132
C,11,John Olson '14,University of California at San Diego,142
C,12,Michael Radziejowski '13,University of California at Santa Cruz,148
C,13,John Hodges '13,Northwestern University,157
C,14,Jake Antles '13,University of Washington,179
C,15,Cameron DeMaranville '12,California State University Channel Islands,200
C,16,Jonathan Wilkerson '11,University of California at Davis,210
C,17,none,Arizona State University,273
C,18,none,Cal Poly University S.L.O.,273
C,19,none,California State University Monterey Bay,273
C,20,none,Santa Clara University,273
