Division,Placement,Skipper,Team,Total Score
A,1,William Hutchings '13,Tufts University,28
A,2,Mark Towill '11,Brown University,34
A,3,Andrew Meleny '13 *,Tufts University,39
A,4,Rob Struckett '12,Yale University,40
A,5,Quentin Chafee '11,University of Vermont,51
A,6,Tripp Cashel '11,Boston University,71
A,7,Max Rollins '12,Connecticut College,75
A,8,Charles Proctor '14,Tufts University,79
A,9,Bryan Lilley '12 *,University of Connecticut,92
A,10,Alex Hering '13,Mitchell College,121
A,11,Nathan Stevens '11,Yale University,127
A,12,Natalie Fohl '11,McGill University,136
A,13,Dylan Keegan '14,Wesleyan University,147
