Division,Placement,Skipper,Team,Total Score
B,1,Colin Patterson '11,Tufts University,25
B,2,Wesley Yland '13,McGill University,27
B,3,Arielle Morgan '13,Queen's University,45
B,4,Jack Kerby-Miller '14,Middlebury College,55
B,5,Charlotte Skinner '13,McGill University,57
B,6,none,Bates College,75
B,7,Chris Brennan '14 *,Dalhousie University,79
B,8,none,University of Ottawa,81
B,9,Doug Harrison '11,University of Connecticut,108
B,10,Joshua McAuliffe '13,Amherst College,114
B,11,Josh Basseches '12,Brandeis University,115
B,12,none,Endicott College,156
