Division,Placement,Skipper,Team,Total Score
B,1,Max Lopez '14,U. S. Naval Academy,36
B,2,Michael Russom '13,University of Pennsylvania,44
B,3,Mildred Conroy '12,Washington College,61
B,4,Ian Liberty '14,St. Mary's College of Maryland,63
B,5,Christopher Stessing '14,University of Virginia,68
B,6,Paul Stevens '14,Monmouth University,102
B,7,Zachary Schippe '14,Ocean County College,104
B,8,Gene Merewether '13,Princeton University,113
B,9,Matthew Szekalski '13,Villanova University,126
B,10,Joseph Turchiano '11,Fordham University,136
B,11,Jarrett Scherrer '12,Penn State University,160
B,12,Dylan Richardson '11,Rutgers University,165
B,13,Maggie Gore '13,Christopher Newport University,179
B,14,Trevor Nederlof '11,Drexel University,182
B,15,Andrew Swanson '13,University of Maryland/Baltimore County,195
B,16,Adrian Sawyer '13,University of Delaware,200
B,17,Michael Kahn '13,Columbia University,209
